timestamp,can_id,data_bytes
Starting,CAN,playback...
0002D0BE,00002314,00 00 00 00 00 00 00 00
0002D0BE,00002414,00 00 00 01 20 00 FF 18
0002D0D6,00002014,00 00 00 00 00 57 00 03
0002D0D6,00002114,00 00 00 00 FF FF FF FF
0002D0D8,00002214,01 18 01 AF 02 FF FF FF
0002D0D8,00002314,00 00 00 00 00 00 00 00
0002D0D8,00002414,00 00 00 01 20 00 FF 18
0002D0F0,00002014,00 00 00 00 00 2F 00 04
0002D0F0,00002114,00 00 00 00 FF FF FF FF
0002D0F0,00002214,01 18 01 B0 02 FF FF FF
0002D0F0,00002314,00 00 00 00 00 00 00 00
0002D0F0,00002414,00 00 00 01 20 00 FF 18
0002D10B,00002014,00 00 00 00 00 44 00 04
0002D10B,00002114,00 00 00 00 FF FF FF FF
0002D10B,00002214,01 18 01 AE 02 FF FF FF
0002D10B,00002314,00 00 00 00 00 00 00 00
0002D10B,00002414,00 00 00 01 20 00 FF 18
0002D123,00002014,00 00 00 00 00 46 00 04
0002D123,00002114,00 00 00 00 FF FF FF FF
0002D123,00002214,01 18 01 AE 02 FF FF FF
0002D123,00002314,00 00 00 00 00 00 00 00
0002D123,00002414,00 00 00 01 20 00 FF 18
0002D13B,00002014,00 00 00 00 00 45 00 05
0002D13B,00002114,00 00 00 00 FF FF FF FF
0002D13D,00002214,01 18 01 AE 02 FF FF FF
0002D13D,00002314,00 00 00 00 00 00 00 00
0002D13D,00002414,00 00 00 01 20 00 FF 18
0002D155,00002014,00 00 00 00 00 2B 00 05
0002D155,00002114,00 00 00 00 FF FF FF FF
0002D155,00002214,01 18 01 AF 02 FF FF FF
0002D155,00002314,00 00 00 00 00 00 00 00
0002D155,00002414,00 00 00 01 20 00 FF 18
0002D16F,00002014,00 00 00 00 00 44 00 06
0002D16F,00002114,00 00 00 00 FF FF FF FF
0002D16F,00002214,01 18 01 AF 02 FF FF FF
0002D16F,00002314,00 00 00 00 00 00 00 00
0002D171,00002414,00 00 00 01 20 00 FF 18
0002D188,00002014,00 00 00 00 00 35 00 06
0002D188,00002114,00 00 00 00 FF FF FF FF
0002D188,00002214,01 18 01 AF 02 FF FF FF
0002D188,00002314,00 00 00 00 00 00 00 00
0002D188,00002414,00 00 00 01 20 00 FF 18
0002D1A3,00002014,00 00 00 00 00 41 00 07
0002D1A3,00002114,00 00 00 00 FF FF FF FF
0002D1A3,00002214,01 18 01 AF 02 FF FF FF
0002D1A3,00002314,00 00 00 00 00 00 00 00
0002D1A3,00002414,00 00 00 01 20 00 FF 18
0002D1BC,00002014,00 00 00 00 00 17 00 06
0002D1BC,00002114,00 00 00 00 FF FF FF FF
0002D1BC,00002214,01 18 01 AE 02 FF FF FF
0002D1BC,00002314,00 00 00 00 00 00 00 00
0002D1BC,00002414,00 00 00 01 20 00 FF 18
0002D1D4,00002014,00 00 00 00 00 25 00 07
0002D1D4,00002114,00 00 00 00 FF FF FF FF
0002D1D4,00002214,01 18 01 AE 02 FF FF FF
0002D1D4,00002314,00 00 00 00 00 00 00 00
0002D1D4,00002414,00 00 00 01 20 00 FF 18
0002D1F1,00002014,00 00 00 00 00 14 00 07
0002D1F1,00002114,00 00 00 00 FF FF FF FF
0002D1F1,00002214,01 18 01 AF 02 FF FF FF
0002D1F1,00002314,00 00 00 00 00 00 00 00
0002D1F1,00002414,00 00 00 01 20 00 FF 18
0002D208,00002014,00 00 00 00 FF E6 00 08
0002D208,00002114,00 00 00 00 FF FF FF FF
0002D208,00002214,01 18 01 AE 02 FF FF FF
0002D208,00002314,00 00 00 00 00 00 00 00
0002D208,00002414,00 00 00 01 20 00 FF 18
0002D21E,00002014,00 00 00 00 00 40 00 08
0002D21E,00002114,00 00 00 00 FF FF FF FF
0002D224,00002214,01 18 01 B0 02 FF FF FF
0002D224,00002314,00 00 00 00 00 00 00 00
0002D224,00002414,00 00 00 01 20 00 FF 18
0002D23A,00002014,00 00 00 00 00 0A 00 08
0002D23A,00002114,00 00 00 00 FF FF FF FF
0002D23A,00002214,01 18 01 AF 02 FF FF FF
0002D23A,00002314,00 00 00 00 00 00 00 00
0002D23A,00002414,00 00 00 01 20 00 FF 18
0002D252,00002014,00 00 00 00 00 33 00 08
0002D252,00002114,00 00 00 00 FF FF FF FF
0002D252,00002214,01 18 01 AE 02 FF FF FF
0002D252,00002314,00 00 00 00 00 00 00 00
0002D252,00002414,00 00 00 01 20 00 FF 18
0002D26E,00002014,00 00 00 00 00 39 00 09
0002D26E,00002114,00 00 00 00 FF FF FF FF
0002D26E,00002214,01 18 01 AE 02 FF FF FF
0002D26E,00002314,00 00 00 00 00 00 00 00
0002D26E,00002414,00 00 00 01 20 00 FF 18
0002D286,00002014,00 00 00 00 00 02 00 09
0002D286,00002114,00 00 00 00 FF FF FF FF
0002D286,00002214,01 18 01 AF 02 FF FF FF
0002D286,00002314,00 00 00 00 00 00 00 00
0002D286,00002414,00 00 00 01 20 00 FF 18
0002D2A0,00002014,00 00 00 00 00 1E 00 0A
0002D2A0,00002114,00 00 00 00 FF FF FF FF
0002D2A0,00002214,01 18 01 AE 02 FF FF FF
0002D2A0,00002314,00 00 00 00 00 00 00 00
0002D2A0,00002414,00 00 00 01 20 00 FF 18
0002D2BC,00002014,00 00 00 00 00 38 00 0A
0002D2BC,00002114,00 00 00 00 FF FF FF FF
0002D2BC,00002214,01 18 01 AE 02 FF FF FF
0002D2BC,00002314,00 00 00 00 00 00 00 00
0002D2BC,00002414,00 00 00 01 20 00 FF 18
0002D2D4,00002014,00 00 00 00 00 1E 00 0A
0002D2D4,00002114,00 00 00 00 FF FF FF FF
0002D2D4,00002214,01 18 01 AF 02 FF FF FF
0002D2D4,00002314,00 00 00 00 00 00 00 00
0002D2D4,00002414,00 00 00 01 20 00 FF 18
0002D2EC,00002014,00 00 00 00 00 45 00 0A
0002D2EC,00002114,00 00 00 00 FF FF FF FF
0002D2EC,00002214,01 18 01 AE 02 FF FF FF
0002D2EE,00002314,00 00 00 00 00 00 00 00
0002D2EE,00002414,00 00 00 01 20 00 FF 18
0002D308,00002014,00 00 00 00 00 30 00 0B
0002D308,00002114,00 00 00 00 FF FF FF FF
0002D308,00002214,01 18 01 B0 02 FF FF FF
0002D308,00002314,00 00 00 00 00 00 00 00
0002D308,00002414,00 00 00 01 20 00 FF 18
0002D31E,00002014,00 00 00 00 00 3A 00 0A
0002D31E,00002114,00 00 00 00 FF FF FF FF
0002D31E,00002214,01 18 01 AF 02 FF FF FF
0002D320,00002314,00 00 00 00 00 00 00 00
0002D320,00002414,00 00 00 01 20 00 FF 18
0002D336,00002014,00 00 00 00 00 18 00 0B
0002D336,00002114,00 00 00 00 FF FF FF FF
0002D33C,00002214,01 18 01 B0 02 FF FF FF
0002D33C,00002314,00 00 00 00 00 00 00 00
0002D33C,00002414,00 00 00 01 20 00 FF 18
0002D352,00002014,00 00 00 00 00 1C 00 0B
0002D352,00002114,00 00 00 00 FF FF FF FF
0002D352,00002214,01 18 01 AE 02 FF FF FF
0002D352,00002314,00 00 00 00 00 00 00 00
0002D352,00002414,00 00 00 01 20 00 FF 18
0002D36C,00002014,00 00 00 00 00 27 00 0B
0002D36C,00002114,00 00 00 00 FF FF FF FF
0002D36C,00002214,01 18 01 AE 02 FF FF FF
0002D36C,00002314,00 00 00 00 00 00 00 00
0002D36E,00002414,00 00 00 01 20 00 FF 18
0002D384,00002014,00 00 00 00 00 19 00 0C
0002D384,00002114,00 00 00 00 FF FF FF FF
0002D384,00002214,01 18 01 AE 02 FF FF FF
0002D384,00002314,00 00 00 00 00 00 00 00
0002D384,00002414,00 00 00 01 20 00 FF 18
0002D39E,00002014,00 00 00 00 00 1A 00 0D
0002D39E,00002114,00 00 00 00 FF FF FF FF
0002D39E,00002214,01 18 01 AF 02 FF FF FF
0002D39E,00002314,00 00 00 00 00 00 00 00
0002D39E,00002414,00 00 00 01 20 00 FF 18
0002D3B8,00002014,00 00 00 00 00 34 00 0C
0002D3B8,00002114,00 00 00 00 FF FF FF FF
0002D3B8,00002214,01 18 01 AF 02 FF FF FF
0002D3B8,00002314,00 00 00 00 00 00 00 00
0002D3B8,00002414,00 00 00 01 20 00 FF 18
0002D3D2,00002014,00 00 00 00 FF ED 00 0D
0002D3D2,00002114,00 00 00 00 FF FF FF FF
0002D3D2,00002214,01 18 01 AE 02 FF FF FF
0002D3D2,00002314,00 00 00 00 00 00 00 00
0002D3D2,00002414,00 00 00 01 20 00 FF 18
0002D3EA,00002014,00 00 00 00 00 20 00 0D
0002D3EA,00002114,00 00 00 00 FF FF FF FF
0002D3EA,00002214,01 18 01 AE 02 FF FF FF
0002D3EA,00002314,00 00 00 00 00 00 00 00
0002D3EC,00002414,00 00 00 01 20 00 FF 18
0002D402,00002014,00 00 00 00 00 1E 00 0D
0002D402,00002114,00 00 00 00 FF FF FF FF
0002D402,00002214,01 18 01 AE 02 FF FF FF
0002D402,00002314,00 00 00 00 00 00 00 00
0002D402,00002414,00 00 00 01 20 00 FF 18
0002D41C,00002014,00 00 00 00 00 16 00 0D
0002D41C,00002114,00 00 00 00 FF FF FF FF
0002D41C,00002214,01 18 01 AE 02 FF FF FF
0002D41C,00002314,00 00 00 00 00 00 00 00
0002D41C,00002414,00 00 00 01 20 00 FF 18
0002D438,00002014,00 00 00 00 00 17 00 0E
0002D438,00002114,00 00 00 00 FF FF FF FF
0002D438,00002214,01 18 01 AE 02 FF FF FF
0002D438,00002314,00 00 00 00 00 00 00 00
0002D438,00002414,00 00 00 01 20 00 FF 18
0002D450,00002014,00 00 00 00 FF ED 00 0F
0002D450,00002114,00 00 00 00 FF FF FF FF
0002D450,00002214,01 18 01 AE 02 FF FF FF
0002D450,00002314,00 00 00 00 00 00 00 00
0002D450,00002414,00 00 00 01 20 00 FF 18
0002D46C,00002014,00 00 00 00 00 1F 00 0F
0002D46C,00002114,00 00 00 00 FF FF FF FF
0002D46C,00002214,01 18 01 AF 02 FF FF FF
0002D46C,00002314,00 00 00 00 00 00 00 00
0002D46C,00002414,00 00 00 01 20 00 FF 18
0002D484,00002014,00 00 00 00 00 13 00 0F
0002D484,00002114,00 00 00 00 FF FF FF FF
0002D484,00002214,01 18 01 AE 02 FF FF FF
0002D484,00002314,00 00 00 00 00 00 00 00
0002D484,00002414,00 00 00 01 20 00 FF 18
0002D49C,00002014,00 00 00 00 00 10 00 0F
0002D49C,00002114,00 00 00 00 FF FF FF FF
0002D49C,00002214,01 18 01 AE 02 FF FF FF
0002D49C,00002314,00 00 00 00 00 00 00 00
0002D49C,00002414,00 00 00 01 20 00 FF 18
0002D4B8,00002014,00 00 00 00 00 05 00 0F
0002D4B8,00002114,00 00 00 00 FF FF FF FF
0002D4B8,00002214,01 18 01 AE 02 FF FF FF
0002D4B8,00002314,00 00 00 00 00 00 00 00
0002D4B8,00002414,00 00 00 01 20 00 FF 18
0002D4D0,00002014,00 00 00 00 00 22 00 0F
0002D4D0,00002114,00 00 00 00 FF FF FF FF
0002D4D0,00002214,01 18 01 AE 02 FF FF FF
0002D4D0,00002314,00 00 00 00 00 00 00 00
0002D4D0,00002414,00 00 00 01 20 00 FF 18
0002D4E8,00002014,00 00 00 00 00 0D 00 10
0002D4E8,00002114,00 00 00 00 FF FF FF FF
0002D4EA,00002214,01 18 01 AE 02 FF FF FF
0002D4EA,00002314,00 00 00 00 00 00 00 00
0002D4EA,00002414,00 00 00 01 20 00 FF 18
0002D500,00002014,00 00 00 00 00 17 00 10
0002D500,00002114,00 00 00 00 FF FF FF FF
0002D500,00002214,01 18 01 AE 02 FF FF FF
0002D500,00002314,00 00 00 00 00 00 00 00
0002D500,00002414,00 00 00 01 20 00 FF 18
0002D51C,00002014,00 00 00 00 00 0B 00 11
0002D51C,00002114,00 00 00 00 FF FF FF FF
0002D51C,00002214,01 18 01 AF 02 FF FF FF
0002D51C,00002314,00 00 00 00 00 00 00 00
0002D51C,00002414,00 00 00 01 20 00 FF 18
0002D536,00002014,00 00 00 00 00 0E 00 11
0002D536,00002114,00 00 00 00 FF FF FF FF
0002D536,00002214,01 18 01 AF 02 FF FF FF
0002D536,00002314,00 00 00 00 00 00 00 00
0002D537,00002414,00 00 00 01 20 00 FF 18
0002D54F,00002014,00 00 00 00 00 17 00 11
0002D54F,00002114,00 00 00 00 FF FF FF FF
0002D54F,00002214,01 18 01 AF 02 FF FF FF
0002D54F,00002314,00 00 00 00 00 00 00 00
0002D54F,00002414,00 00 00 01 20 00 FF 18
0002D567,00002014,00 00 00 00 00 17 00 11
0002D567,00002114,00 00 00 00 FF FF FF FF
0002D569,00002214,01 18 01 AF 02 FF FF FF
0002D569,00002314,00 00 00 00 00 00 00 00
0002D569,00002414,00 00 00 01 20 00 FF 18
0002D582,00002014,00 00 00 00 00 1C 00 12
0002D582,00002114,00 00 00 00 FF FF FF FF
0002D582,00002214,01 18 01 AE 02 FF FF FF
0002D582,00002314,00 00 00 00 00 00 00 00
0002D582,00002414,00 00 00 01 20 00 FF 18
0002D59A,00002014,00 00 00 00 00 17 00 11
0002D59A,00002114,00 00 00 00 FF FF FF FF
0002D59A,00002214,01 18 01 AE 02 FF FF FF
0002D59A,00002314,00 00 00 00 00 00 00 00
0002D59A,00002414,00 00 00 01 20 00 FF 18
0002D5B4,00002014,00 00 00 00 FF EF 00 12
0002D5B4,00002114,00 00 00 00 FF FF FF FF
0002D5B4,00002214,01 18 01 AE 02 FF FF FF
0002D5B4,00002314,00 00 00 00 00 00 00 00
0002D5B4,00002414,00 00 00 01 20 00 FF 18
0002D5CE,00002014,00 00 00 00 00 0B 00 13
0002D5CE,00002114,00 00 00 00 FF FF FF FF
0002D5CE,00002214,01 18 01 AF 02 FF FF FF
0002D5CE,00002314,00 00 00 00 00 00 00 00
0002D5CE,00002414,00 00 00 01 20 00 FF 18
0002D5E8,00002014,00 00 00 00 00 12 00 13
0002D5E8,00002114,00 00 00 00 FF FF FF FF
0002D5E8,00002214,01 18 01 AE 02 FF FF FF
0002D5E8,00002314,00 00 00 00 00 00 00 00
0002D5E8,00002414,00 00 00 01 20 00 FF 18
0002D603,00002014,00 00 00 00 00 18 00 13
0002D603,00002114,00 00 00 00 FF FF FF FF
0002D603,00002214,01 18 01 AE 02 FF FF FF
0002D603,00002314,00 00 00 00 00 00 00 00
0002D603,00002414,00 00 00 01 20 00 FF 18
0002D61B,00002014,00 00 00 00 00 19 00 13
0002D61B,00002114,00 00 00 00 FF FF FF FF
0002D61B,00002214,01 18 01 AE 02 FF FF FF
0002D61B,00002314,00 00 00 00 00 00 00 00
0002D61B,00002414,00 00 00 01 20 00 FF 18
0002D636,00002014,00 00 00 00 00 0F 00 13
0002D636,00002114,00 00 00 00 FF FF FF FF
0002D636,00002214,01 18 01 AF 02 FF FF FF
0002D636,00002314,00 00 00 00 00 00 00 00
0002D636,00002414,00 00 00 01 20 00 FF 18
0002D64D,00002014,00 00 00 00 00 07 00 14
0002D64D,00002114,00 00 00 00 FF FF FF FF
0002D64D,00002214,01 18 01 AE 02 FF FF FF
0002D64D,00002314,00 00 00 00 00 00 00 00
0002D64D,00002414,00 00 00 01 20 00 FF 18
0002D665,00002014,00 00 00 00 00 11 00 14
0002D665,00002114,00 00 00 00 FF FF FF FF
0002D667,00002214,01 18 01 AF 02 FF FF FF
0002D667,00002314,00 00 00 00 00 00 00 00
0002D667,00002414,00 00 00 01 20 00 FF 18
0002D680,00002014,00 00 00 00 FF FC 00 15
0002D680,00002114,00 00 00 00 FF FF FF FF
0002D680,00002214,01 18 01 AD 02 FF FF FF
0002D680,00002314,00 00 00 00 00 00 00 00
0002D680,00002414,00 00 00 01 20 00 FF 18
0002D69A,00002014,00 00 00 00 00 16 00 15
0002D69A,00002114,00 00 00 00 FF FF FF FF
0002D69A,00002214,01 18 01 AD 02 FF FF FF
0002D69A,00002314,00 00 00 00 00 00 00 00
0002D69A,00002414,00 00 00 01 20 00 FF 18
0002D6B2,00002014,00 00 00 00 00 18 00 15
0002D6B2,00002114,00 00 00 00 FF FF FF FF
0002D6B2,00002214,01 18 01 AD 02 FF FF FF
0002D6B2,00002314,00 00 00 00 00 00 00 00
0002D6B2,00002414,00 00 00 01 20 00 FF 18
0002D6CE,00002014,00 00 00 00 00 13 00 16
0002D6CE,00002114,00 00 00 00 FF FF FF FF
0002D6CE,00002214,01 18 01 AE 02 FF FF FF
0002D6CE,00002314,00 00 00 00 00 00 00 00
0002D6CE,00002414,00 00 00 01 20 00 FF 18
0002D6E4,00002014,00 00 00 00 00 0E 00 16
0002D6E4,00002114,00 00 00 00 FF FF FF FF
0002D6E4,00002214,01 18 01 AE 02 FF FF FF
0002D6E4,00002314,00 00 00 00 00 00 00 00
0002D6E4,00002414,00 00 00 01 20 00 FF 18
0002D6FE,00002014,00 00 00 00 FF F3 00 16
0002D6FE,00002114,00 00 00 00 FF FF FF FF
0002D6FE,00002214,01 18 01 B0 02 FF FF FF
0002D6FE,00002314,00 00 00 00 00 00 00 00
0002D6FE,00002414,00 00 00 01 20 00 FF 18
0002D71A,00002014,00 00 00 00 00 16 00 16
0002D71A,00002114,00 00 00 00 FF FF FF FF
0002D71A,00002214,01 18 01 AF 02 FF FF FF
0002D71C,00002314,00 00 00 00 00 00 00 00
0002D71C,00002414,00 00 00 01 20 00 FF 18
0002D732,00002014,00 00 00 00 00 0E 00 16
0002D732,00002114,00 00 00 00 FF FF FF FF
0002D732,00002214,01 18 01 AE 02 FF FF FF
0002D732,00002314,00 00 00 00 00 00 00 00
0002D732,00002414,00 00 00 01 20 00 FF 18
0002D74A,00002014,00 00 00 00 FF FB 00 17
0002D74A,00002114,00 00 00 00 FF FF FF FF
0002D74A,00002214,01 18 01 AE 02 FF FF FF
0002D74A,00002314,00 00 00 00 00 00 00 00
0002D74A,00002414,00 00 00 01 20 00 FF 18
0002D766,00002014,00 00 00 00 00 14 00 17
0002D766,00002114,00 00 00 00 FF FF FF FF
0002D766,00002214,01 18 01 AE 02 FF FF FF
0002D766,00002314,00 00 00 00 00 00 00 00
0002D766,00002414,00 00 00 01 20 00 FF 18
0002D77E,00002014,00 00 00 00 00 0C 00 17
0002D77E,00002114,00 00 00 00 FF FF FF FF
0002D77E,00002214,01 18 01 AF 02 FF FF FF
0002D77E,00002314,00 00 00 00 00 00 00 00
0002D77E,00002414,00 00 00 01 20 00 FF 18
0002D796,00002014,00 00 00 00 FF F5 00 18
0002D796,00002114,00 00 00 00 FF FF FF FF
0002D796,00002214,01 18 01 AF 02 FF FF FF
0002D796,00002314,00 00 00 00 00 00 00 00
0002D796,00002414,00 00 00 01 20 00 FF 18
0002D7B2,00002014,00 00 00 00 00 0E 00 18
0002D7B2,00002114,00 00 00 00 FF FF FF FF
0002D7B2,00002214,01 18 01 AE 02 FF FF FF
0002D7B2,00002314,00 00 00 00 00 00 00 00
0002D7B4,00002414,00 00 00 01 20 00 FF 18
0002D7CA,00002014,00 00 00 00 FF F7 00 18
0002D7CA,00002114,00 00 00 00 FF FF FF FF
0002D7CA,00002214,01 18 01 AE 02 FF FF FF
0002D7CA,00002314,00 00 00 00 00 00 00 00
0002D7CA,00002414,00 00 00 01 20 00 FF 18
0002D7E4,00002014,00 00 00 00 00 0B 00 19
0002D7E4,00002114,00 00 00 00 FF FF FF FF
0002D7E4,00002214,01 18 01 AF 02 FF FF FF
0002D7E4,00002314,00 00 00 00 00 00 00 00
0002D7E4,00002414,00 00 00 01 20 00 FF 18
0002D7FF,00002014,00 00 00 00 FF F1 00 19
0002D7FF,00002114,00 00 00 00 FF FF FF FF
0002D7FF,00002214,01 18 01 AD 02 FF FF FF
0002D7FF,00002314,00 00 00 00 00 00 00 00
0002D7FF,00002414,00 00 00 01 20 00 FF 18
0002D817,00002014,00 00 00 00 00 06 00 1A
0002D817,00002114,00 00 00 00 FF FF FF FF
0002D817,00002214,01 18 01 AE 02 FF FF FF
0002D817,00002314,00 00 00 00 00 00 00 00
0002D817,00002414,00 00 00 01 20 00 FF 18
0002D831,00002014,00 00 00 00 00 09 00 19
0002D831,00002114,00 00 00 00 FF FF FF FF
0002D831,00002214,01 18 01 AF 02 FF FF FF
0002D831,00002314,00 00 00 00 00 00 00 00
0002D831,00002414,00 00 00 01 20 00 FF 18
0002D84C,00002014,00 00 00 00 00 0E 00 1B
0002D84C,00002114,00 00 00 00 FF FF FF FF
0002D84C,00002214,01 18 01 B0 02 FF FF FF
0002D84C,00002314,00 00 00 00 00 00 00 00
0002D84C,00002414,00 00 00 01 20 00 FF 18
0002D863,00002014,00 00 00 00 00 05 00 1A
0002D863,00002114,00 00 00 00 FF FF FF FF
0002D863,00002214,01 18 01 AF 02 FF FF FF
0002D863,00002314,00 00 00 00 00 00 00 00
0002D863,00002414,00 00 00 01 20 00 FF 18
0002D87C,00002014,00 00 00 00 FF FC 00 1B
0002D87C,00002114,00 00 00 00 FF FF FF FF
0002D87C,00002214,01 18 01 AF 02 FF FF FF
0002D87C,00002314,00 00 00 00 00 00 00 00
0002D87C,00002414,00 00 00 01 20 00 FF 18
0002D896,00002014,00 00 00 00 00 08 00 1B
0002D896,00002114,00 00 00 00 FF FF FF FF
0002D896,00002214,01 18 01 B0 02 FF FF FF
0002D896,00002314,00 00 00 00 00 00 00 00
0002D896,00002414,00 00 00 01 20 00 FF 18
0002D8B0,00002014,00 00 00 00 FF F7 00 1B
0002D8B0,00002114,00 00 00 00 FF FF FF FF
0002D8B0,00002214,01 18 01 AE 02 FF FF FF
0002D8B0,00002314,00 00 00 00 00 00 00 00
0002D8B0,00002414,00 00 00 01 20 00 FF 18
0002D8C8,00002014,00 00 00 00 00 0F 00 1B
0002D8C8,00002114,00 00 00 00 FF FF FF FF
0002D8C8,00002214,01 18 01 AF 02 FF FF FF
0002D8C8,00002314,00 00 00 00 00 00 00 00
0002D8C8,00002414,00 00 00 01 20 00 FF 18
0002D8E2,00002014,00 00 00 00 FF F9 00 1B
0002D8E2,00002114,00 00 00 00 FF FF FF FF
0002D8E2,00002214,01 18 01 AF 02 FF FF FF
0002D8E2,00002314,00 00 00 00 00 00 00 00
0002D8E2,00002414,00 00 00 01 20 00 FF 18
0002D8FC,00002014,00 00 00 00 FF FB 00 1C
0002D8FC,00002114,00 00 00 00 FF FF FF FF
0002D8FC,00002214,01 18 01 AE 02 FF FF FF
0002D8FC,00002314,00 00 00 00 00 00 00 00
0002D8FC,00002414,00 00 00 01 20 00 FF 18
0002D914,00002014,00 00 00 00 00 12 00 1C
0002D916,00002114,00 00 00 00 FF FF FF FF
0002D916,00002214,01 18 01 AE 02 FF FF FF
0002D916,00002314,00 00 00 00 00 00 00 00
0002D916,00002414,00 00 00 01 20 00 FF 18
0002D92E,00002014,00 00 00 00 00 0D 00 1C
0002D92E,00002114,00 00 00 00 FF FF FF FF
0002D92E,00002214,01 18 01 AE 02 FF FF FF
0002D92E,00002314,00 00 00 00 00 00 00 00
0002D92E,00002414,00 00 00 01 20 00 FF 18
0002D947,00002014,00 00 00 00 00 0A 00 1B
0002D947,00002114,00 00 00 00 FF FF FF FF
0002D947,00002214,01 18 01 AE 02 FF FF FF
0002D947,00002314,00 00 00 00 00 00 00 00
0002D947,00002414,00 00 00 01 20 00 FF 18
0002D962,00002014,00 00 00 00 00 18 00 1D
0002D962,00002114,00 00 00 00 FF FF FF FF
0002D962,00002214,01 18 01 AE 02 FF FF FF
0002D962,00002314,00 00 00 00 00 00 00 00
0002D962,00002414,00 00 00 01 20 00 FF 18
0002D97C,00002014,00 00 00 00 00 09 00 1E
0002D97C,00002114,00 00 00 00 FF FF FF FF
0002D97C,00002214,01 18 01 AF 02 FF FF FF
0002D97C,00002314,00 00 00 00 00 00 00 00
0002D97C,00002414,00 00 00 01 20 00 FF 18
0002D995,00002014,00 00 00 00 00 0A 00 1E
0002D995,00002114,00 00 00 00 FF FF FF FF
0002D995,00002214,01 18 01 AE 02 FF FF FF
0002D995,00002314,00 00 00 00 00 00 00 00
0002D995,00002414,00 00 00 01 20 00 FF 18
0002D9AE,00002014,00 00 00 00 00 09 00 1E
0002D9AE,00002114,00 00 00 00 FF FF FF FF
0002D9AE,00002214,01 18 01 AE 02 FF FF FF
0002D9AE,00002314,00 00 00 00 00 00 00 00
0002D9AE,00002414,00 00 00 01 20 00 FF 18
0002D9C8,00002014,00 00 00 00 00 08 00 1F
0002D9C8,00002114,00 00 00 00 FF FF FF FF
0002D9C8,00002214,01 18 01 AE 02 FF FF FF
0002D9C8,00002314,00 00 00 00 00 00 00 00
0002D9CA,00002414,00 00 00 01 20 00 FF 18
0002D9E0,00002014,00 00 00 00 00 08 00 1E
0002D9E0,00002114,00 00 00 00 FF FF FF FF
0002D9E0,00002214,01 18 01 AE 02 FF FF FF
0002D9E0,00002314,00 00 00 00 00 00 00 00
0002D9E0,00002414,00 00 00 01 20 00 FF 18
0002D9FA,00002014,00 00 00 00 00 0A 00 1F
0002D9FA,00002114,00 00 00 00 FF FF FF FF
0002D9FA,00002214,01 18 01 AF 02 FF FF FF
0002D9FA,00002314,00 00 00 00 00 00 00 00
0002D9FA,00002414,00 00 00 01 20 00 FF 18
0002DA13,00002014,00 00 00 00 00 0C 00 1F
0002DA13,00002114,00 00 00 00 FF FF FF FF
0002DA13,00002214,01 18 01 AF 02 FF FF FF
0002DA13,00002314,00 00 00 00 00 00 00 00
0002DA13,00002414,00 00 00 01 20 00 FF 18
0002DA2C,00002014,00 00 00 00 00 0F 00 1F
0002DA2C,00002114,00 00 00 00 FF FF FF FF
0002DA2C,00002214,01 18 01 AE 02 FF FF FF
0002DA2C,00002314,00 00 00 00 00 00 00 00
0002DA2C,00002414,00 00 00 01 20 00 FF 18
0002DA42,00002014,00 00 00 00 00 0A 00 20
0002DA42,00002114,00 00 00 00 FF FF FF FF
0002DA48,00002214,01 18 01 AE 02 FF FF FF
0002DA48,00002314,00 00 00 00 00 00 00 00
0002DA48,00002414,00 00 00 01 20 00 FF 18
0002DA60,00002014,00 00 00 00 00 0A 00 20
0002DA60,00002114,00 00 00 00 FF FF FF FF
0002DA60,00002214,01 18 01 AF 02 FF FF FF
0002DA60,00002314,00 00 00 00 00 00 00 00
0002DA60,00002414,00 00 00 01 20 00 FF 18
0002DA78,00002014,00 00 00 00 00 09 00 20
0002DA78,00002114,00 00 00 00 FF FF FF FF
0002DA78,00002214,01 18 01 AE 02 FF FF FF
0002DA78,00002314,00 00 00 00 00 00 00 00
0002DA78,00002414,00 00 00 01 20 00 FF 18
0002DA94,00002014,00 00 00 00 00 0F 00 1F
0002DA94,00002114,00 00 00 00 FF FF FF FF
0002DA94,00002214,01 18 01 AE 02 FF FF FF
0002DA94,00002314,00 00 00 00 00 00 00 00
0002DA94,00002414,00 00 00 01 20 00 FF 18
0002DAAC,00002014,00 00 00 00 00 06 00 22
0002DAAC,00002114,00 00 00 00 FF FF FF FF
0002DAAC,00002214,01 18 01 AE 02 FF FF FF
0002DAAC,00002314,00 00 00 00 00 00 00 00
0002DAAC,00002414,00 00 00 01 20 00 FF 18
0002DAC4,00002014,00 00 00 00 FF FE 00 21
0002DAC4,00002114,00 00 00 00 FF FF FF FF
0002DAC4,00002214,01 18 01 AE 02 FF FF FF
0002DAC4,00002314,00 00 00 00 00 00 00 00
0002DAC4,00002414,00 00 00 01 20 00 FF 18
0002DAE0,00002014,00 00 00 00 00 02 00 21
0002DAE0,00002114,00 00 00 00 FF FF FF FF
0002DAE0,00002214,01 18 01 AE 02 FF FF FF
0002DAE0,00002314,00 00 00 00 00 00 00 00
0002DAE0,00002414,00 00 00 01 20 00 FF 18
0002DAF8,00002014,00 00 00 00 00 08 00 23
0002DAF8,00002114,00 00 00 00 FF FF FF FF
0002DAF8,00002214,01 18 01 AF 02 FF FF FF
0002DAF8,00002314,00 00 00 00 00 00 00 00
